pick,year,name,university,link,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g
27,2009,DeMarre Carroll,University of Missouri,/players/c/carrode01.html,134,,599,1119,27,96,281,466,,806,210,152,59,104,,1506,.535,.281,.603,,11.2,6.0,1.6
28,2009,Wayne Ellington,University of North Carolina,/players/e/ellinwa01.html,115,,616,1331,229,577,233,288,,469,258,109,14,128,,1694,.463,.397,.809,,14.7,4.1,2.2
29,2009,Toney Douglas,Florida State University,/players/d/douglto01.html,130,,739,1673,240,639,462,576,,492,344,231,37,182,,2180,.442,.376,.802,,16.8,3.8,2.6
31,2009,Jeff Pendergraph,Arizona State University,/players/p/pendeje02.html,126,,611,1054,0,9,366,479,,942,101,62,131,110,,1588,.580,.000,.764,,12.6,7.5,0.8
32,2009,Jermaine Taylor,University of Central Florida,/players/t/tayloje02.html,122,,710,1524,251,668,308,403,,471,173,115,49,165,,1979,.466,.376,.764,,16.2,3.9,1.4
33,2009,Dante Cunningham,Villanova University,/players/c/cunnida01.html,139,,514,981,1,3,305,440,,819,133,162,117,162,,1334,.524,.333,.693,,9.6,5.9,1.0
35,2009,DaJuan Summers,Georgetown University,/players/s/summeda01.html,101,,368,838,145,411,248,341,,444,129,99,64,148,,1129,.439,.353,.727,,11.2,4.4,1.3
36,2009,Sam Young,University of Pittsburgh,/players/y/youngsa01.html,143,,716,1438,115,323,337,487,,712,138,119,109,175,,1884,.498,.356,.692,,13.2,5.0,1.0
37,2009,DeJuan Blair,University of Pittsburgh,/players/b/blairde01.html,72,,394,694,0,0,191,311,,769,77,116,75,115,,979,.568,,.614,,13.6,10.7,1.1
38,2009,Jon Brockman,University of Washington,/players/b/brockjo01.html,131,,718,1345,0,1,369,603,,1283,133,111,18,141,,1805,.534,.000,.612,,13.8,9.8,1.0
40,2009,Derrick Brown,Xavier University,/players/b/brownde04.html,106,,395,689,54,130,252,351,,595,158,75,81,131,,1096,.573,.415,.718,,10.3,5.6,1.5
41,2009,Jodie Meeks,University of Kentucky,/players/m/meeksjo01.html,81,,385,883,177,459,299,336,,247,130,86,8,108,,1246,.436,.386,.890,,15.4,3.0,1.6
42,2009,Patrick Beverley,University of Arkansas,/players/b/beverpa01.html,70,,286,681,138,361,197,270,,387,194,105,30,69,,907,.420,.382,.730,,13.0,5.5,2.8
43,2009,Marcus Thornton,Louisiana State University,/players/t/thornma01.html,66,,468,1028,168,440,243,315,,366,117,99,23,132,,1347,.455,.382,.771,,20.4,5.5,1.8
44,2009,Chase Budinger,University of Arizona,/players/b/budinch01.html,100,,599,1276,190,496,309,395,,580,279,125,35,165,,1697,.469,.383,.782,,17.0,5.8,2.8
45,2009,Nick Calathes,University of Florida,/players/c/calatni01.html,72,,380,836,131,345,279,390,,379,452,126,9,223,,1170,.455,.380,.715,,16.3,5.3,6.3
46,2009,Danny Green,University of North Carolina,/players/g/greenda02.html,145,,491,1079,184,491,202,239,,590,256,160,154,137,,1368,.455,.375,.845,,9.4,4.1,1.8
48,2009,Taylor Griffin,University of Oklahoma,/players/g/griffta01.html,129,,298,637,13,59,245,340,,617,133,116,98,104,,854,.468,.220,.721,,6.6,4.8,1.0
52,2009,A.J. Price,University of Connecticut,/players/p/priceaj01.html,99,,429,1039,158,433,268,371,,332,469,104,5,172,,1284,.413,.365,.722,,13.0,3.4,4.7
55,2009,Patrick Mills,Saint Mary's College of California,/players/m/millspa02.html,58,,324,780,128,387,174,216,,129,212,114,9,166,,950,.415,.331,.806,,16.4,2.2,3.7
58,2009,Lester Hudson,University of Tennessee at Martin,/players/h/hudsole01.html,65,,604,1324,230,619,289,337,,513,283,169,40,232,,1727,.456,.372,.858,,26.6,7.9,4.4
59,2009,Chinemelu Elonu,Texas A&M University,/players/e/elonuch01.html,90,,179,283,0,0,104,180,,392,20,16,78,91,,462,.633,,.578,,5.1,4.4,0.2
