pick,year,name,university,link,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g
26,2002,John Salmons,University of Miami,/players/s/salmojo01.html,124,3814,444,953,86,268,313,389,,687,433,192,81,321,316,1287,.466,.321,.805,30.8,10.4,5.5,3.5
27,2002,Chris Jefferies,California State University, Fresno,/players/j/jeffech01.html,88,2460,386,886,119,352,248,395,,425,160,98,102,208,199,1139,.436,.338,.628,28.0,12.9,4.8,1.8
28,2002,Dan Dickau,Gonzaga University,/players/d/dickada01.html,97,2215,379,841,215,465,317,371,,236,362,66,7,208,140,1290,.451,.462,.854,32.1,13.3,2.4,3.7
31,2002,Roger Mason,University of Virginia,/players/m/masonro01.html,89,2634,388,889,137,365,318,366,,269,230,90,33,195,209,1231,.436,.375,.869,29.6,13.8,3.0,2.6
32,2002,Robert Archibald,University of Illinois at Urbana-Champaign,/players/a/archiro01.html,130,2104,258,453,0,1,286,420,,539,107,65,81,203,390,802,.570,.000,.681,16.2,6.2,4.1,0.8
33,2002,Vincent Yarbrough,University of Tennessee,/players/y/yarbrvi01.html,127,3859,613,1394,179,526,332,483,,862,293,211,131,,,1737,.440,.340,.687,30.4,13.7,6.8,2.3
34,2002,Dan Gadzuric,University of California, Los Angeles,/players/g/gadzuda01.html,122,2946,548,999,0,1,191,425,,802,75,88,184,216,342,1287,.549,.000,.449,24.1,10.5,6.6,0.6
35,2002,Carlos Boozer,Duke University,/players/b/boozeca01.html,101,2620,554,878,0,1,398,537,,724,115,96,72,157,288,1506,.631,.000,.741,25.9,14.9,7.2,1.1
38,2002,Tito Maddox,California State University, Fresno,/players/m/maddoti01.html,25,807,110,281,20,70,97,138,,144,200,41,5,130,67,337,.391,.286,.703,32.3,13.5,5.8,8.0
42,2002,Ronald Murray,Shaw University,/players/m/murraro01.html,90,2078,684,1414,118,345,482,654,,507,370,99,37,261,133,1968,.484,.342,.737,37.1,21.9,5.6,4.1
44,2002,Lonny Baxter,University of Maryland,/players/b/baxtelo01.html,138,3373,712,1287,3,5,431,718,,998,96,120,227,225,408,1858,.553,.600,.600,24.4,13.5,7.2,0.7
46,2002,Matt Barnes,University of California, Los Angeles,/players/b/barnema02.html,121,2731,402,857,61,194,201,355,,584,245,115,45,240,272,1066,.469,.314,.566,22.6,8.8,4.8,2.0
47,2002,Jamal Sampson,University of California,/players/s/sampsja01.html,32,797,78,183,0,0,50,95,,209,38,15,54,53,85,206,.426,,.526,24.9,6.4,6.5,1.2
48,2002,Chris Owens,University of Texas at Austin,/players/o/owensch01.html,106,2094,408,900,15,65,315,527,,675,90,101,189,129,229,1146,.453,.231,.598,26.8,10.8,6.4,0.8
50,2002,Darius Songaila,Wake Forest University,/players/s/songada01.html,130,3401,636,1245,12,35,575,692,,813,229,141,96,359,431,1859,.511,.343,.831,26.2,14.3,6.3,1.8
53,2002,Rasual Butler,La Salle University,/players/b/butlera01.html,110,4211,752,1837,282,785,339,409,,650,177,108,120,292,221,2125,.409,.359,.829,38.3,19.3,5.9,1.6
54,2002,Tamar Slay,Marshall University,/players/s/slayta01.html,114,3279,626,1414,251,650,289,386,,507,249,142,53,279,288,1792,.443,.386,.749,28.8,15.7,4.4,2.2
57,2002,Randy Holcomb,San Diego State University,/players/h/holcora01.html,93,2349,446,942,39,124,235,365,,574,115,63,66,,,1166,.473,.315,.644,25.3,12.5,6.2,1.2
58,2002,Corsley Edwards,Central Connecticut State University,/players/e/edwarco01.html,123,3398,652,1280,0,2,427,621,,967,93,116,198,,,1731,.509,.000,.688,27.6,14.1,7.9,0.8
