pick,year,name,university,link,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g
27,2001,Jamaal Tinsley,Iowa State University,/players/t/tinslja01.html,68,2211,284,732,52,159,230,336,,306,431,177,56,273,198,850,.388,.327,.685,32.5,12.5,4.5,6.3
30,2001,Trenton Hassell,Austin Peay State University,/players/h/hassetr01.html,84,3044,579,1228,122,354,346,444,,685,375,90,55,283,154,1626,.471,.345,.779,36.2,19.4,8.2,4.5
31,2001,Gilbert Arenas,University of Arizona,/players/a/arenagi01.html,70,2137,395,847,107,296,208,282,,269,155,136,16,188,165,1105,.466,.361,.738,30.5,15.8,3.8,2.2
32,2001,Omar Cook,St. John's University,/players/c/cookom01.html,29,1107,141,392,68,220,95,128,,88,252,66,5,148,82,445,.360,.309,.742,38.2,15.3,3.0,8.7
33,2001,Will Solomon,Clemson University,/players/s/solomwi01.html,94,2739,469,1195,214,585,279,389,,259,246,112,40,323,235,1431,.392,.366,.717,29.1,15.2,2.8,2.6
34,2001,Terence Morris,University of Maryland,/players/m/morrite01.html,136,3095,644,1300,101,299,344,441,,925,229,162,256,228,262,1733,.495,.338,.780,29.8,12.7,6.8,1.7
35,2001,Brian Scalabrine,University of Southern California,/players/s/scalabr01.html,92,3037,528,1030,46,134,339,440,,560,249,89,81,312,248,1441,.513,.343,.770,33.0,15.7,6.1,2.7
36,2001,Jeff Trepagnier,University of Southern California,/players/t/trepaje01.html,106,2439,431,915,61,205,205,311,,546,142,204,105,159,220,1128,.471,.298,.659,31.3,10.6,5.2,1.3
37,2001,Damone Brown,Syracuse University,/players/b/brownda02.html,113,2864,490,985,20,89,230,310,,683,141,118,96,157,275,1230,.497,.225,.742,29.2,10.9,6.0,1.2
40,2001,Earl Watson,University of California, Los Angeles,/players/w/watsoea01.html,129,3314,518,1150,133,390,280,428,,484,607,235,49,337,288,1449,.450,.341,.654,34.5,11.2,3.8,4.7
41,2001,Jamison Brewer,Auburn University,/players/b/breweja01.html,58,1347,119,261,13,59,77,146,,273,236,63,3,125,74,328,.456,.220,.527,23.2,5.7,4.7,4.1
42,2001,Bobby Simmons,DePaul University,/players/s/simmobo01.html,93,2939,403,941,121,366,336,429,,700,207,124,17,236,271,1263,.428,.331,.783,31.6,13.6,7.5,2.2
45,2001,Sean Lampley,University of California,/players/l/lamplse01.html,123,3086,661,1338,17,81,437,651,,889,295,86,69,293,245,1776,.494,.210,.671,32.1,14.4,7.2,2.4
46,2001,Loren Woods,University of Arizona,/players/w/woodslo01.html,107,2224,421,854,2,9,344,462,,697,135,55,281,158,159,1188,.493,.222,.745,26.2,11.1,6.5,1.3
49,2001,Ken Johnson,Ohio State University,/players/j/johnske03.html,127,2752,416,771,0,0,223,354,,739,58,37,444,147,271,1055,.540,,.630,28.4,8.3,5.8,0.5
50,2001,Ruben Boumtje-Boumtje,Georgetown University,/players/b/boumtru01.html,101,2383,345,711,0,2,283,426,,710,91,82,255,258,265,973,.485,.000,.664,25.1,9.6,7.0,0.9
51,2001,Alton Ford,University of Houston,/players/f/fordal02.html,26,663,95,220,9,34,81,133,,154,17,5,19,66,97,280,.432,.265,.609,25.5,10.8,5.9,0.7
53,2001,Jarron Collins,Stanford University,/players/c/collija03.html,129,2329,370,711,4,16,337,504,,706,171,73,68,126,232,1081,.520,.250,.669,24.5,8.4,5.5,1.3
54,2001,Kenny Satterfield,University of Cincinnati,/players/s/satteke01.html,68,2142,267,663,65,201,209,268,,278,355,98,10,221,165,808,.403,.323,.780,31.5,11.9,4.1,5.2
57,2001,Alvin Jones,Georgia Institute of Technology,/players/j/jonesal01.html,124,2871,450,921,0,4,412,718,,1075,170,88,425,269,273,1312,.489,.000,.574,31.5,10.6,8.7,1.4
