Player,Season,School,Conf,G,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
"Travis Best","1991-92","Georgia Tech","ACC","35","1227","4.9","11.0","0.449","3.1","6.2","0.497","1.8","4.7","0.386","2.3","3.2","0.735","2.9","6.5","1.6","0.0","3.3","2.7","14.0","4.0"
"Travis Best","1992-93","Georgia Tech","ACC","30","1075","6.1","12.8","0.472","3.1","6.3","0.488","3.0","6.5","0.457","3.1","4.1","0.752","3.5","6.5","1.9","0.2","3.2","2.7","18.2","4.0"
"Travis Best","1993-94","Georgia Tech","ACC","29","1087","6.6","14.4","0.462","4.8","9.1","0.533","1.8","5.3","0.340","4.5","5.2","0.866","3.8","6.1","2.1","0.1","2.5","3.1","19.6","4.0"
"Travis Best","1994-95","Georgia Tech","ACC","30","1115","7.5","16.8","0.446","4.9","9.9","0.491","2.6","6.9","0.380","4.2","4.9","0.847","3.4","5.4","2.2","0.2","2.5","2.5","21.8","4.0"
"Loren Meyer","1991-92","Iowa State","Big 8","34","406","7.1","13.8","0.514","6.8","12.8","0.531","0.3","1.0","0.300","2.8","4.6","0.596","10.4","1.5","2.1","2.3","2.6","7.4","17.2","-2.2"
"Loren Meyer","1992-93","Iowa State","Big 8","31","698","6.6","12.3","0.542","6.6","12.1","0.550","0.0","0.2","0.000","4.1","5.7","0.710","8.8","2.3","1.1","1.7","3.8","5.2","17.4","-2.2"
"Loren Meyer","1993-94","Iowa State","Big 8","12","369","10.5","17.2","0.610","10.5","17.2","0.610","0.0","0.0",NULL,"7.9","10.7","0.737","12.4","2.2","0.8","3.4","2.8","2.7","28.9","-2.2"
"Loren Meyer","1994-95","Iowa State","Big 8","34","1009","7.8","14.1","0.558","7.8","14.0","0.559","0.0","0.0","0.000","5.5","7.5","0.732","12.1","2.0","0.5","2.0","3.1","3.8","21.2","-2.2"
"David Vaughn","1991-92","Memphis","GMWC","34","958","7.7","15.0","0.513","7.7","14.9","0.515","0.0","0.1","0.000","3.6","4.7","0.761","11.8","1.0","1.1","2.5","3.7","4.5","19.0","-1.0"
"David Vaughn","1993-94","Memphis","GMWC","28","969","7.1","14.3","0.496","6.8","13.5","0.506","0.3","0.9","0.333","4.7","6.3","0.757","13.8","1.2","1.4","4.4","3.4","3.1","19.2","-1.0"
"David Vaughn","1994-95","Memphis","GMWC","29","867","6.4","14.2","0.450","6.1","13.4","0.459","0.2","0.8","0.294","4.3","6.0","0.729","12.8","1.4","1.1","3.2","3.9","4.0","17.3","-1.0"
"Sherell Ford","1992-93","UIC","Mid-Cont","32","1044","9.4","19.8","0.477","8.3","16.2","0.514","1.1","3.6","0.309","3.1","4.9","0.630","10.3","1.6","1.9","2.6",NULL,NULL,"23.0","-0.1"
"Sherell Ford","1993-94","UIC","Mid-Cont","29","999","11.2","22.4","0.498","10.1","18.9","0.535","1.0","3.5","0.299","4.8","6.9","0.698","10.2","1.3","2.2","1.8",NULL,NULL,"28.2","-0.1"
"Sherell Ford","1994-95","UIC","MW Coll","27","969","10.9","23.2","0.472","9.0","18.5","0.486","1.9","4.7","0.416","5.4","7.0","0.765","11.7","1.6","1.8","2.1",NULL,NULL,"29.2","-0.1"
"Mario Bennett","1991-92","Arizona State","Pac-10","33","889","7.2","12.5","0.574","6.8","11.5","0.596","0.3","1.0","0.318","3.9","6.3","0.614","10.1","1.3","1.8","2.5","3.5","4.1","18.5","0.3"
"Mario Bennett","1993-94","Arizona State","Pac-10","21","706","7.6","12.8","0.593","7.3","11.9","0.614","0.3","0.9","0.313","3.8","7.5","0.508","10.2","1.8","1.2","1.2","3.5","4.0","19.3","0.3"
"Mario Bennett","1994-95","Arizona State","Pac-10","33","1132","8.7","14.7","0.592","8.4","13.7","0.618","0.3","1.1","0.267","4.1","8.3","0.491","9.6","2.8","1.2","4.1","3.6","3.4","21.8","0.3"
"Greg Ostertag","1991-92","Kansas","Big 8","32","311","7.8","14.4","0.545","7.8","14.3","0.550","0.0","0.1","0.000","4.1","6.3","0.653","14.4","0.6","0.9","4.4","3.9","6.4","19.8","10.0"
"Greg Ostertag","1992-93","Kansas","Big 8","29","389","6.3","12.1","0.517","6.3","12.1","0.517","0.0","0.0",NULL,"3.4","5.7","0.600","12.1","1.1","0.8","3.7","3.7","6.1","15.9","10.0"
"Greg Ostertag","1993-94","Kansas","Big 8","35","739","7.8","14.7","0.533","7.8","14.6","0.537","0.0","0.1","0.000","3.8","6.0","0.631","16.6","0.6","0.8","5.3","3.2","4.4","19.5","10.0"
"Greg Ostertag","1994-95","Kansas","Big 8","31","603","8.0","13.5","0.596","8.0","13.5","0.596","0.0","0.0",NULL,"3.8","6.8","0.553","15.5","0.9","0.7","6.0","3.3","4.8","19.8","10.0"
"Cory Alexander","1991-92","Virginia","ACC","33","1037","4.9","13.0","0.376","3.2","7.3","0.439","1.7","5.7","0.295","2.8","4.1","0.686","4.1","5.6","1.6","0.1","3.6","2.9","14.3","-0.2"
"Cory Alexander","1992-93","Virginia","ACC","31","1118","7.6","16.8","0.453","5.3","10.6","0.503","2.3","6.2","0.368","3.3","4.7","0.705","3.8","5.2","0.9","0.3","3.8","2.7","20.9","-0.2"
"Cory Alexander","1994-95","Virginia","ACC","20","692","6.9","15.2","0.452","4.9","9.6","0.512","2.0","5.6","0.351","3.5","5.0","0.701","4.9","6.4","1.8","0.2","4.5","2.3","19.2","-0.2"
"Lou Roe","1992-93","UMass","A-10","31","938","6.6","11.6","0.564","6.6","11.6","0.564","0.0","0.0",NULL,"5.2","7.1","0.725","12.2","1.7","1.0","1.4","3.5","4.4","18.3","-0.5"
"Lou Roe","1993-94","UMass","A-10","35","1123","7.8","15.4","0.505","7.6","14.9","0.513","0.1","0.5","0.267","7.5","11.2","0.667","10.4","2.2","1.1","1.1","3.1","3.2","23.2","-0.5"
"Lou Roe","1994-95","UMass","A-10","34","971","8.2","15.4","0.532","8.2","15.3","0.534","0.0","0.1","0.333","6.6","9.4","0.706","11.3","2.4","0.9","1.5","3.2","3.4","23.1","-0.5"
"Terrence Rencher","1991-92","Texas","SWC","34","1147","8.3","18.0","0.463","6.8","13.7","0.494","1.6","4.3","0.366","4.4","6.2","0.706","5.1","4.2","2.0","0.2","2.4","2.9","22.6","-0.4"
"Terrence Rencher","1992-93","Texas","SWC","26","966","7.0","18.6","0.377","5.8","14.2","0.409","1.2","4.4","0.274","5.3","7.7","0.697","5.4","3.8","2.0","0.5","3.3","2.4","20.5","-0.4"
"Terrence Rencher","1993-94","Texas","SWC","34","1139","6.5","15.7","0.413","5.2","10.7","0.485","1.3","5.0","0.259","4.6","6.6","0.706","6.5","3.7","2.8","0.2","2.8","2.8","18.9","-0.4"
"Terrence Rencher","1994-95","Texas","SWC","30","1100","8.5","17.9","0.475","7.2","13.7","0.528","1.2","4.1","0.298","4.5","6.6","0.676","5.7","4.4","2.5","0.2","2.9","1.8","22.7","-0.4"
"Junior Burrough","1991-92","Virginia","ACC","33","996","6.7","14.9","0.446","6.7","14.9","0.447","0.0","0.0","0.000","4.2","6.1","0.695","7.7","0.3","0.7","0.6","2.4","3.3","17.6","-0.7"
"Junior Burrough","1992-93","Virginia","ACC","31","887","8.0","18.3","0.438","8.0","18.1","0.443","0.0","0.2","0.000","4.4","6.9","0.638","10.1","0.9","1.5","1.2","3.2","3.9","20.4","-0.7"
"Junior Burrough","1993-94","Virginia","ACC","31","977","7.3","18.1","0.405","6.8","16.6","0.412","0.5","1.5","0.324","3.9","6.1","0.638","8.9","1.1","1.1","1.1","3.1","3.6","19.0","-0.7"
"Junior Burrough","1994-95","Virginia","ACC","34","1079","8.7","17.5","0.501","8.7","17.3","0.503","0.0","0.1","0.250","5.3","7.4","0.710","10.9","2.0","1.2","1.0","2.7","3.1","22.8","-0.7"
"Andrew DeClercq","1992-93","Florida","SEC","28","715","6.6","11.6","0.567","6.6","11.6","0.567","0.0","0.0",NULL,"3.3","5.7","0.584","11.1","0.8","2.6","2.5","3.3","5.2","16.5","2.4"
"Andrew DeClercq","1993-94","Florida","SEC","37","998","5.2","9.5","0.544","5.1","9.4","0.547","0.0","0.1","0.333","2.7","4.2","0.654","11.7","2.2","1.8","2.0","3.7","4.3","13.1","2.4"
"Andrew DeClercq","1994-95","Florida","SEC","30","966","5.7","11.2","0.511","5.5","10.6","0.522","0.2","0.6","0.333","4.8","6.6","0.723","11.0","1.7","1.5","1.4","3.5","4.2","16.4","2.4"
"Jimmy King","1991-92","Michigan","Big Ten","34","953","5.4","10.8","0.496","4.2","8.3","0.505","1.2","2.5","0.467","2.2","3.0","0.736","4.7","3.3","1.2","0.4","3.0","2.2","14.1","-0.8"
"Jimmy King","1992-93","Michigan","Big Ten","36","1174","5.0","9.9","0.509","3.8","6.8","0.558","1.3","3.1","0.402","1.9","3.0","0.648","5.4","3.7","1.9","0.6","2.9","2.6","13.3","-0.8"
"Jimmy King","1993-94","Michigan","Big Ten","29","931","6.0","12.2","0.489","4.7","8.5","0.558","1.2","3.7","0.333","2.2","3.4","0.646","4.7","3.3","1.9","0.5","3.3","3.0","15.4","-0.8"
"Jimmy King","1994-95","Michigan","Big Ten","31","1054","6.4","14.7","0.433","5.3","10.6","0.502","1.1","4.1","0.257","3.5","5.2","0.679","5.9","3.4","2.2","0.2","3.6","2.7","17.3","-0.8"
"Lawrence Moten","1991-92","Syracuse","Big East","32","1080","7.1","14.4","0.497","5.5","9.2","0.597","1.7","5.2","0.321","5.6","7.5","0.752","7.1","2.3","1.7","1.3","3.0","3.2","21.6","-0.8"
"Lawrence Moten","1992-93","Syracuse","Big East","29","951","8.0","17.0","0.473","6.2","11.5","0.538","1.9","5.5","0.336","3.9","5.9","0.652","5.8","3.2","2.2","1.1","3.4","3.0","21.8","-0.8"
"Lawrence Moten","1993-94","Syracuse","Big East","30","1043","9.4","18.8","0.501","7.5","12.0","0.623","1.9","6.7","0.284","4.0","5.7","0.698","5.2","2.5","2.3","0.7","2.1","2.5","24.7","-0.8"
"Lawrence Moten","1994-95","Syracuse","Big East","30","1059","7.9","17.2","0.459","5.7","10.5","0.543","2.2","6.7","0.328","4.3","5.7","0.743","4.7","3.7","2.1","0.3","3.4","2.2","22.2","-0.8"
"Frankie King","1993-94","Western Carolina","Southern","28","1066","9.7","19.8","0.490","8.6","16.2","0.531","1.1","3.6","0.302","7.8","10.5","0.737","7.9","2.2","2.3","0.4","4.1","2.6","28.2","0.0"
"Frankie King","1994-95","Western Carolina","Southern","28","1037","9.6","20.1","0.479","7.6","14.9","0.510","2.0","5.2","0.388","7.4","8.9","0.832","7.9","3.6","1.6","0.5","4.4","2.9","28.7","0.0"
"Donny Marshall","1992-93","UConn","Big East","28","677","4.8","10.3","0.466","4.7","10.1","0.468","0.1","0.2","0.333","3.2","4.2","0.761","7.0","1.8","1.9","0.2","3.2","5.0","12.8","-0.6"
"Donny Marshall","1993-94","UConn","Big East","34","999","6.1","11.8","0.517","5.2","9.2","0.561","0.9","2.6","0.359","3.8","5.0","0.774","7.4","1.8","1.9","0.3","3.0","3.2","16.9","-0.6"
"Donny Marshall","1994-95","UConn","Big East","32","976","7.1","15.5","0.456","6.1","11.8","0.519","1.0","3.8","0.261","5.6","6.7","0.829","7.7","1.8","1.5","0.2","3.0","3.0","20.7","-0.6"
"Dwayne Whitfield","1992-93","Jackson State","SWAC","12","190","6.1","12.6","0.483","6.1","12.6","0.483","0.0","0.0",NULL,"3.2","5.5","0.577","9.7","0.4","0.2","3.4","5.1","5.5","15.4","-0.2"
"Dwayne Whitfield","1993-94","Jackson State","SWAC","29","702","7.7","13.5","0.574","7.7","13.4","0.576","0.0","0.1","0.000","5.0","7.0","0.715","11.1","1.0","0.6","1.5","3.2","5.1","20.5","-0.2"
"Dwayne Whitfield","1994-95","Jackson State","SWAC","26","819","9.5","15.5","0.610","9.5","15.4","0.616","0.0","0.1","0.000","5.9","9.5","0.621","13.3","0.8","0.6","1.2","4.5","3.9","24.9","-0.2"
"Donnie Boyce","1991-92","Colorado","Big 8","28","938","7.0","16.6","0.419","5.9","12.8","0.462","1.1","3.8","0.278","2.8","5.0","0.564","5.7","3.7","2.9","1.2","4.5","4.1","17.8","-0.2"
"Donnie Boyce","1992-93","Colorado","Big 8","27","896","8.2","18.0","0.455","7.2","14.8","0.486","1.0","3.3","0.315","5.5","8.7","0.639","7.5","4.3","2.3","0.8","4.3","4.1","23.0","-0.2"
"Donnie Boyce","1993-94","Colorado","Big 8","26","893","8.5","21.1","0.401","6.7","15.6","0.431","1.7","5.5","0.317","7.4","10.4","0.708","7.7","5.2","2.6","1.8","4.4","3.8","26.1","-0.2"
"Donnie Boyce","1994-95","Colorado","Big 8","26","801","7.8","19.2","0.409","5.7","12.5","0.458","2.1","6.6","0.316","6.2","8.8","0.706","8.5","5.3","3.3","1.4","3.9","3.8","24.0","-0.2"
"Eric Snow","1991-92","Michigan State","Big Ten","25","144","3.3","6.9","0.480","3.3","6.4","0.522","0.0","0.6","0.000","0.8","4.2","0.200","4.2","6.7","1.7","0.0","5.6","2.8","7.5","4.3"
"Eric Snow","1992-93","Michigan State","Big Ten","28","798","2.7","4.9","0.546","2.7","4.6","0.576","0.0","0.3","0.000","0.8","2.8","0.268","3.7","7.3","1.4","0.3","3.5","4.1","6.1","4.3"
"Eric Snow","1993-94","Michigan State","Big Ten","32","992","3.7","7.1","0.514","3.1","5.3","0.591","0.5","1.8","0.289","0.9","2.0","0.449","4.5","8.6","2.3","0.2","3.5","3.1","8.8","4.3"
"Eric Snow","1994-95","Michigan State","Big Ten","28","916","5.1","9.8","0.520","4.8","8.8","0.547","0.3","1.0","0.292","2.7","4.5","0.608","4.0","9.5","2.3","0.2","3.8","3.4","13.2","4.3"
"Tyus Edney","1991-92","UCLA","Pac-10","32","586","4.0","8.5","0.472","3.1","5.7","0.536","1.0","2.8","0.341","3.2","4.0","0.797","4.6","6.0","2.8","0.1","2.8","3.4","12.2","-0.9"
"Tyus Edney","1992-93","UCLA","Pac-10","33","1207","4.7","9.7","0.483","3.6","7.0","0.509","1.1","2.7","0.415","4.4","5.2","0.841","3.9","6.2","2.1","0.1","3.8","2.6","14.9","-0.9"
"Tyus Edney","1993-94","UCLA","Pac-10","28","891","6.2","13.2","0.466","5.1","10.3","0.491","1.1","2.9","0.375","5.9","7.2","0.820","4.3","7.3","2.1","0.3","4.0","2.9","19.3","-0.9"
"Tyus Edney","1994-95","UCLA","Pac-10","32","976","6.0","12.0","0.497","5.0","9.3","0.531","1.0","2.7","0.379","5.7","7.5","0.764","4.1","8.9","3.0","0.2","3.8","3.3","18.7","-0.9"
"Jerome Allen","1991-92","Penn","Ivy","26","795","5.4","13.2","0.411","3.6","7.3","0.486","1.9","5.9","0.316","3.3","4.8","0.684","4.7","4.1","1.9","0.2","3.6","3.3","16.0","-0.7"
"Jerome Allen","1992-93","Penn","Ivy","27","912","5.7","13.4","0.423","3.5","7.8","0.444","2.2","5.6","0.394","2.0","3.0","0.667","5.6","5.8","1.7","0.5","2.4","2.2","15.5","-0.7"
"Jerome Allen","1993-94","Penn","Ivy","28","929","5.3","13.3","0.401","3.2","7.0","0.454","2.2","6.3","0.342","4.6","5.9","0.787","5.5","5.6","2.3","0.1","3.1","2.1","17.4","-0.7"
"Jerome Allen","1994-95","Penn","Ivy","28","934","6.1","14.3","0.429","4.4","8.7","0.500","1.8","5.5","0.318","3.6","5.1","0.712","5.7","6.9","1.5","0.2","2.7","1.3","17.6","-0.7"
"Fred Hoiberg","1991-92","Iowa State","Big 8","34","1037","6.2","10.8","0.573","5.7","8.9","0.641","0.5","1.9","0.260","2.9","3.6","0.806","7.0","3.3","2.5","0.2","2.2","2.9","15.8","6.9"
"Fred Hoiberg","1992-93","Iowa State","Big 8","31","1018","5.0","9.1","0.550","4.1","6.7","0.614","0.9","2.4","0.367","3.3","4.0","0.816","7.6","3.7","2.2","0.0","2.0","1.9","14.1","6.9"
"Fred Hoiberg","1993-94","Iowa State","Big 8","27","971","7.3","13.6","0.535","4.9","8.2","0.590","2.4","5.4","0.450","5.5","6.3","0.864","7.5","4.0","1.9","0.1","2.4","1.9","22.5","6.9"
"Fred Hoiberg","1994-95","Iowa State","Big 8","34","1252","6.6","15.1","0.438","3.8","8.2","0.459","2.8","6.9","0.412","5.6","6.5","0.861","6.1","2.4","1.2","0.2","2.0","1.4","21.6","6.9"
"Michael McDonald","1992-93","New Orleans","Sun Belt","29","351","5.0","7.6","0.657","5.0","7.6","0.657","0.0","0.0",NULL,"4.0","6.2","0.648","8.1","0.3","0.7","5.1","3.2","5.4","14.0","0.0"
"Michael McDonald","1993-94","New Orleans","Sun Belt","30","736","3.9","6.5","0.597","3.9","6.5","0.597","0.0","0.0",NULL,"1.5","3.0","0.509","11.2","0.8","0.5","5.2","2.4","5.9","9.2","0.0"
"Michael McDonald","1994-95","New Orleans","Sun Belt","29","790","6.6","11.5","0.573","6.6","11.4","0.575","0.0","0.1","0.000","3.1","5.4","0.585","14.2","1.2","1.4","4.1","3.7","4.9","16.3","0.0"
"Chris Carr","1992-93","Southern Illinois","MVC","31","353","5.9","10.0","0.591","5.9","9.5","0.619","0.0","0.5","0.000","2.0","3.7","0.545","12.5","1.7","1.0","2.3","2.6","6.0","13.8","-2.4"
"Chris Carr","1993-94","Southern Illinois","MVC","30","946","6.6","12.7","0.518","5.6","9.6","0.581","1.0","3.1","0.324","3.7","4.6","0.807","8.3","2.3","1.4","1.3","2.5","3.7","17.9","-2.4"
"Chris Carr","1994-95","Southern Illinois","MVC","32","1069","9.4","19.5","0.480","7.9","15.7","0.500","1.5","3.8","0.396","6.2","8.0","0.771","8.7","2.5","1.9","0.6","3.8","3.6","26.4","-2.4"
"Cuonzo Martin","1991-92","Purdue","Big Ten","33","688","3.6","6.9","0.521","3.6","6.9","0.525","0.0","0.1","0.000","3.8","5.1","0.759","6.3","2.9","0.9","0.1","2.5","2.4","11.0","-0.1"
"Cuonzo Martin","1992-93","Purdue","Big Ten","28","931","5.6","10.8","0.522","5.6","10.5","0.535","0.0","0.3","0.000","3.1","3.8","0.807","4.4","2.9","0.7","0.1","2.4","2.1","14.3","-0.1"
"Cuonzo Martin","1993-94","Purdue","Big Ten","34","1097","7.1","15.4","0.463","3.9","8.2","0.476","3.2","7.1","0.449","2.7","3.7","0.735","5.3","2.4","0.9","0.1","2.4","2.0","20.2","-0.1"
"Cuonzo Martin","1994-95","Purdue","Big Ten","32","959","8.0","18.2","0.439","4.2","10.1","0.416","3.8","8.1","0.469","4.8","6.0","0.799","5.2","2.9","0.9","0.2","2.0","1.5","24.6","-0.1"
"Don Reid","1992-93","Georgetown","Big East","32","279","2.6","6.2","0.419","2.6","6.2","0.419","0.0","0.0",NULL,"2.0","4.4","0.452","9.7","0.6","1.6","1.9","3.7","8.9","7.2","2.4"
"Don Reid","1993-94","Georgetown","Big East","31","713","5.0","7.9","0.643","5.0","7.9","0.643","0.0","0.0",NULL,"3.3","5.2","0.630","10.2","1.5","2.1","2.2","2.8","6.6","13.4","2.4"
"Don Reid","1994-95","Georgetown","Big East","31","731","4.8","8.1","0.595","4.8","8.1","0.595","0.0","0.0",NULL,"2.6","5.0","0.516","9.7","1.4","1.7","3.3","2.4","6.2","12.2","2.4"
"Antoine Walker","1994-95","Kentucky","SEC","33","479","7.9","19.0","0.419","6.5","14.4","0.453","1.4","4.6","0.309","4.3","6.1","0.712","12.4","3.9","2.3","0.7","4.9","5.2","21.6","21.9"
"Antoine Walker","1995-96","Kentucky","SEC","36","971","9.4","20.3","0.463","9.0","18.3","0.493","0.4","2.0","0.188","3.4","5.4","0.631","12.4","4.3","2.5","1.0","3.7","3.5","22.5","21.9"
"Lorenzen Wright","1994-95","Memphis","GMWC","34","1170","6.8","12.1","0.561","6.8","12.0","0.563","0.0","0.0","0.000","3.7","5.8","0.626","11.8","1.7","0.9","2.4","2.6","3.1","17.2","0.0"
"Lorenzen Wright","1995-96","Memphis","CUSA","30","1058","7.8","14.4","0.542","7.8","14.4","0.543","0.0","0.0","0.000","4.1","6.4","0.645","11.8","1.3","1.5","2.2","2.1","2.9","19.8","0.0"
"Kerry Kittles","1992-93","Villanova","Big East","27","875","4.9","10.2","0.482","3.1","5.9","0.519","1.9","4.3","0.432","1.7","2.5","0.673","4.3","3.6","2.1","0.5","2.4","2.0","13.4","16.9"
"Kerry Kittles","1993-94","Villanova","Big East","32","1258","7.4","16.4","0.452","5.1","9.8","0.521","2.3","6.6","0.349","2.9","4.1","0.705","6.6","3.5","2.8","0.4","2.3","1.3","20.0","16.9"
"Kerry Kittles","1994-95","Villanova","Big East","33","1218","8.7","16.6","0.524","5.8","9.7","0.603","2.8","6.9","0.411","3.0","3.9","0.767","6.6","3.8","2.3","0.4","2.3","1.8","23.2","16.9"
"Kerry Kittles","1995-96","Villanova","Big East","30","1059","8.2","17.9","0.455","5.2","10.7","0.489","2.9","7.3","0.404","3.9","5.5","0.710","8.0","4.0","2.7","0.4","2.1","1.7","23.2","16.9"
"Samaki Walker","1994-95","Louisville","Metro","29","841","7.3","13.3","0.548","7.2","13.0","0.553","0.1","0.3","0.333","4.2","7.8","0.537","10.0","1.8","0.8","3.7","2.1","2.9","18.8","-1.8"
"Samaki Walker","1995-96","Louisville","CUSA","21","634","7.8","13.1","0.599","7.8","13.0","0.602","0.0","0.1","0.000","4.4","7.2","0.614","9.9","1.5","1.1","2.7","3.1","3.3","20.1","-1.8"
"Erick Dampier","1993-94","Mississippi State","SEC","29","678","7.8","13.3","0.588","7.8","13.3","0.588","0.0","0.0",NULL,"4.6","9.4","0.491","14.8","1.4","1.0","3.8","4.1","4.8","20.3","13.1"
"Erick Dampier","1994-95","Mississippi State","SEC","30","853","7.2","11.2","0.640","7.2","11.2","0.640","0.0","0.0",NULL,"4.1","6.8","0.596","13.6","1.3","1.2","3.7","3.8","4.6","18.4","13.1"
"Erick Dampier","1995-96","Mississippi State","SEC","34","1112","7.0","12.7","0.551","7.0","12.7","0.551","0.0","0.0",NULL,"3.7","6.1","0.612","11.4","2.8","0.6","3.8","3.3","3.1","17.8","13.1"
"Todd Fuller","1992-93","North Carolina State","ACC","27","413","5.1","11.2","0.457","5.0","11.0","0.456","0.1","0.2","0.500","3.3","4.3","0.773","9.4","0.6","0.1","0.8","1.5","3.4","13.7","-3.2"
"Todd Fuller","1993-94","North Carolina State","ACC","30","875","6.6","13.7","0.482","6.6","13.5","0.488","0.0","0.2","0.000","3.1","4.1","0.753","11.6","1.5","0.5","1.7","1.9","2.8","16.2","-3.2"
"Todd Fuller","1994-95","North Carolina State","ACC","27","816","8.0","15.5","0.519","8.0","15.2","0.529","0.0","0.3","0.000","5.7","6.8","0.841","11.2","1.7","0.3","2.2","2.0","2.6","21.8","-3.2"
"Todd Fuller","1995-96","North Carolina State","ACC","31","1044","8.6","17.0","0.506","8.0","15.4","0.520","0.6","1.6","0.372","7.0","8.8","0.799","11.8","1.5","0.4","2.1","2.8","1.8","24.9","-3.2"
"Vitaly Potapenko","1994-95","Wright State","MW Coll","30","900","9.4","15.6","0.602","9.4","15.6","0.602","0.0","0.0",NULL,"6.7","9.2","0.733","8.6","1.8","0.8","1.7","5.9","4.9","25.6","-4.4"
"Vitaly Potapenko","1995-96","Wright State","MW Coll","25","807","9.8","16.0","0.612","9.7","15.7","0.620","0.0","0.3","0.167","6.9","9.7","0.713","9.0","1.8","0.5","0.8","5.1","4.8","26.5","-4.4"
"Tony Delk","1992-93","Kentucky","SEC","30","287","6.6","14.5","0.452","4.0","7.4","0.547","2.5","7.1","0.353","3.3","4.6","0.727","7.9","3.1","2.4","0.4","2.6","3.3","19.0","2.1"
"Tony Delk","1993-94","Kentucky","SEC","34","957","8.4","18.4","0.455","4.4","7.8","0.565","4.0","10.6","0.374","2.9","4.5","0.639","6.4","2.5","2.7","0.9","2.5","2.9","23.6","2.1"
"Tony Delk","1994-95","Kentucky","SEC","33","960","8.6","18.0","0.478","5.4","9.8","0.551","3.2","8.2","0.391","2.5","3.7","0.674","4.6","2.7","2.2","0.4","2.1","2.8","23.0","2.1"
"Tony Delk","1995-96","Kentucky","SEC","36","947","9.7","19.6","0.494","5.7","10.7","0.535","3.9","8.9","0.443","3.7","4.6","0.800","6.3","2.7","2.8","0.5","2.7","3.0","27.0","2.1"
"John Wallace","1992-93","Syracuse","Big East","29","839","6.2","11.8","0.526","6.2","11.7","0.528","0.0","0.0","0.000","2.9","4.1","0.718","10.5","1.8","1.6","1.9","4.4","3.6","15.3","-3.8"
"John Wallace","1993-94","Syracuse","Big East","30","979","6.7","11.8","0.566","6.7","11.8","0.569","0.0","0.1","0.000","4.9","6.5","0.761","11.0","2.0","1.1","2.1","3.8","3.7","18.3","-3.8"
"John Wallace","1994-95","Syracuse","Big East","30","990","8.0","13.5","0.588","7.8","13.0","0.601","0.2","0.6","0.286","4.3","6.3","0.679","9.9","3.1","1.6","2.2","3.7","3.2","20.4","-3.8"
"John Wallace","1995-96","Syracuse","Big East","38","1379","8.5","17.4","0.489","7.4","14.8","0.501","1.1","2.6","0.420","6.4","8.4","0.763","9.5","2.6","1.3","1.8","3.5","2.7","24.5","-3.8"
